-6.082914170306794738e-02,-1.546081910315776908e-01,7.213362080257489095e-02,1.402658629446221494e-01
-4.538569297819104731e-02,-1.568433360373850671e-01,6.595254946881201619e-02,1.389845992280211717e-01
-2.905013569885085342e-02,-1.573817137820039680e-01,5.870388844210321783e-02,1.368889429337207253e-01
-1.229913662261923613e-02,-1.562709699397396290e-01,5.089307548655579855e-02,1.338531482840711606e-01
4.099224477458267638e-03,-1.537039269698005639e-01,4.308160418479992093e-02,1.297603927560883053e-01
1.961106553704093994e-02,-1.500772408403346636e-01,3.600115213881750070e-02,1.248760790210891175e-01
3.387502671891701178e-02,-1.455958927276564119e-01,3.010304092826885866e-02,1.191802725879513164e-01
4.685068616271771680e-02,-1.403213150334288173e-01,2.537414836282613634e-02,1.127805626972936265e-01
5.858314409722704258e-02,-1.343701726834806154e-01,2.161078805140231873e-02,1.058519329627426037e-01
6.931258169197013208e-02,-1.275761668172827323e-01,1.860818296866130137e-02,9.848051570755338158e-02
7.911902759430336496e-02,-1.198543045245537703e-01,1.634319110997509497e-02,9.092557713913231032e-02
8.810716362462339690e-02,-1.111194361719395618e-01,1.467812549471058173e-02,8.306459526779351454e-02
9.634576553731070969e-02,-1.013590987338068988e-01,1.379314384214247631e-02,7.478499662469131892e-02
1.038280399168379636e-01,-9.072399906337323683e-02,1.375713916910251827e-02,6.620735350897985483e-02
1.105026743227809916e-01,-7.930911614769500795e-02,1.464015112795555296e-02,5.716697469610897142e-02
1.162885114802297837e-01,-6.715700606488711477e-02,1.660997065272156598e-02,4.827255506087602815e-02
1.211570415469724049e-01,-5.439885935443207476e-02,1.964192703091120762e-02,3.996149901296550122e-02
1.250777264740552397e-01,-4.118090434403434696e-02,2.373691768110941513e-02,3.241592194040945202e-02
1.280060687456835711e-01,-2.760035506538857999e-02,2.872210237159406737e-02,2.619021385847116259e-02
1.299372114491255115e-01,-1.388813941346823781e-02,3.426717853042653833e-02,2.156026634922773508e-02
1.309528267473782370e-01,-2.825141147229768179e-04,3.996774493142748325e-02,1.839742062198495773e-02
1.311436780055769136e-01,1.308173454941524184e-02,4.511232096873432629e-02,1.663138582196196577e-02
1.303880885076228180e-01,2.603209482651344317e-02,4.947660452989804947e-02,1.591239218813756892e-02
1.286169113583565948e-01,3.856321699596736152e-02,5.276477443375974380e-02,1.604985155558519977e-02
1.256341291222134449e-01,5.074984065460496491e-02,5.431059519938177121e-02,1.711786355641344709e-02
1.212537353758786490e-01,6.269906449874890209e-02,5.419703131452417028e-02,1.949282806172061844e-02
1.152290043924772411e-01,7.453056272317853947e-02,5.248067799614278967e-02,2.371261275584493622e-02
1.074542775816583334e-01,8.625507585997306548e-02,4.958933322187795284e-02,2.988393184679291950e-02
9.794545830997457292e-02,9.796843825530215932e-02,4.560467653361168633e-02,3.871425588720973227e-02
8.686755825345811310e-02,1.093589217146500314e-01,4.039762116388238150e-02,4.971205752405621903e-02
7.435895913394538481e-02,1.203488055544266189e-01,3.379440951930503395e-02,6.243757437548740075e-02
6.076134765454836717e-02,1.306077603109147001e-01,2.570226018716268920e-02,7.577709426780243618e-02
4.650226816066918567e-02,1.398022113750962692e-01,1.575452566596841769e-02,8.863010401923265835e-02
3.202618494609966310e-02,1.474393366715623654e-01,4.325587323739206978e-03,1.001198014821393506e-01
1.764822090607930799e-02,1.529770938402776614e-01,-8.555931320257783093e-03,1.095756229667219916e-01
3.640943023199794300e-03,1.559379911109997352e-01,-2.262687630354000279e-02,1.167789427076249831e-01
-9.935217025379144626e-03,1.562031151003792639e-01,-3.762416205111306783e-02,1.219807476330563301e-01
-2.313830473286538833e-02,1.538463038760245483e-01,-5.292815075272846309e-02,1.258845656783045275e-01
-3.606348096129891739e-02,1.491391203080133787e-01,-6.796167671763019003e-02,1.286286098616067075e-01
-4.868983455373542685e-02,1.423876524263752164e-01,-8.237232314272058264e-02,1.301161239916241719e-01
-6.091299137468466490e-02,1.338107401785858519e-01,-9.598398683503947537e-02,1.298570675301073951e-01
-7.256500888695235907e-02,1.237147963333819906e-01,-1.086413491803535081e-01,1.277565418040195466e-01
-8.329469917853135619e-02,1.122610461738500764e-01,-1.203979760179394731e-01,1.234641094856933907e-01
-9.274334150487205386e-02,9.979265284113530976e-02,-1.311244181534225450e-01,1.171101346549613953e-01
-1.007337182926466429e-01,8.667274949249559324e-02,-1.408526992538748912e-01,1.090272998684982675e-01
-1.073079651412454094e-01,7.320123446858316230e-02,-1.494196125226853744e-01,1.001804722822441235e-01
-1.124904795398257995e-01,5.957346465142680791e-02,-1.566625996145259714e-01,9.128244509413478702e-02
-1.164291773572368183e-01,4.601316131273853333e-02,-1.625255158831730995e-01,8.268022439079811270e-02
-1.192496064671758754e-01,3.261922615427857719e-02,-1.670111792454259947e-01,7.400971715074186608e-02
-1.210607988905027521e-01,1.949940490101721019e-02,-1.700891023975882599e-01,6.507531078507700073e-02
-1.220126920983651275e-01,6.461753513622697093e-03,-1.720869060079715795e-01,5.530033137283874023e-02
-1.221150083101438244e-01,-6.828387755569017073e-03,-1.734206306597244618e-01,4.395128683595364572e-02
-1.212555748786854903e-01,-2.060369900714885058e-02,-1.743621389412257916e-01,3.020308796871167684e-02
-1.193432017952096302e-01,-3.492157344102364558e-02,-1.748944762476632997e-01,1.354830188924673572e-02
-1.161049219525575604e-01,-4.961352320321602699e-02,-1.745942825305533408e-01,-5.850188443174459893e-03
-1.112218391199632228e-01,-6.412474402922309358e-02,-1.728363041208419160e-01,-2.737151297957512996e-02
-1.043529879670694743e-01,-7.771069853148705742e-02,-1.686544646657796021e-01,-5.034881378312584116e-02
-9.538795265497067299e-02,-8.966329347293496010e-02,-1.618853784006914764e-01,-7.385215579243099848e-02
-8.437090884660738976e-02,-9.974176093756913219e-02,-1.524806352203167126e-01,-9.690050399534010095e-02
-7.176516560862813976e-02,-1.078813837453363733e-01,-1.406543929804879023e-01,-1.184056005518751009e-01
-5.821099054803909045e-02,-1.139708817007554498e-01,-1.267083002004037173e-01,-1.369517459648472713e-01
-4.444806476241126847e-02,-1.179388791723257335e-01,-1.110063029887735087e-01,-1.513938736211917491e-01
-3.133383610127980778e-02,-1.198664563131847105e-01,-9.413047656862241763e-02,-1.608314425196910313e-01
-1.948713133176453380e-02,-1.197910068464635852e-01,-7.705779210864803497e-02,-1.651580438375577498e-01
-9.318623456965090604e-03,-1.180686014754905172e-01,-6.068844306947469153e-02,-1.654882763183686822e-01
-9.768289314907151882e-04,-1.149970928462949876e-01,-4.529503503865874026e-02,-1.626440862611869265e-01
5.746588563593008590e-03,-1.108392496544934880e-01,-3.083205690846018213e-02,-1.574228501185903073e-01
1.114028782032856248e-02,-1.053777596016624157e-01,-1.755777912679899744e-02,-1.503065398634747529e-01
1.514394519355906528e-02,-9.762336000815884096e-02,-6.158589610795352567e-03,-1.408496747296415774e-01
1.721441267428985150e-02,-8.609722963383754923e-02,2.087179865782480635e-03,-1.271606834196350455e-01
1.658560409431192664e-02,-6.953429236945453396e-02,6.010473119250858004e-03,-1.057704000518739917e-01
1.265187982442891185e-02,-4.799136869166539116e-02,5.733566076332954550e-03,-7.455062930520213460e-02
6.455667224055197141e-03,-2.452957250741305897e-02,3.270171937211092256e-03,-3.763596899180476213e-02
1.408172246023949980e-03,-5.566296868096318878e-03,7.696179670296015782e-04,-8.345336103163200278e-03
